Order_ID,Order_Date,Region,City,Product_Category,Product_Name,Sales,Cost,Profit,Discount,Customer_Satisfaction,Delivery_Days,Customer_Age,Customer_Segment
ORD00523,2025-07-05,South,Uyo,Furniture,Furniture Item 12,2117.0,1862.96,-18.39,21.4,3.4,4.3,30,Consumer
ORD00524,2025-10-20,South,Uyo,Electronics,Electronics Item 10,1138.46,819.69,146.0,25.3,3.7,8.4,58,Consumer
ORD00525,2025-11-26,North,Kano,Electronics,Electronics Item 9,1384.04,996.51,333.84,6.5,4.4,4.6,18,Consumer
ORD00526,2025-12-12,West,Ibadan,Office Supplies,Office Supplies Item 6,481.14,327.18,116.12,13.1,4.1,4.7,61,Consumer
ORD00527,2025-01-17,West,Ibadan,Electronics,Electronics Item 5,1035.93,745.87,245.49,7.2,4.4,3.3,26,Small Business
ORD00528,2025-03-10,North,Kaduna,Furniture,Furniture Item 3,1499.54,1319.6,48.14,14.6,3.6,3.2,45,Consumer
ORD00529,2025-01-11,North,Kano,Office Supplies,Office Supplies Item 13,231.96,157.73,54.0,14.5,4.3,5.3,55,Corporate
ORD00530,2025-01-25,South,Uyo,Electronics,Electronics Item 9,1020.21,734.55,154.5,21.4,3.1,8.0,52,Consumer
ORD00531,2025-09-18,East,Enugu,Electronics,Electronics Item 6,1232.75,887.58,235.78,14.8,3.0,4.6,50,Consumer
ORD00532,2025-07-31,South,Uyo,Electronics,Electronics Item 7,1090.95,785.48,220.53,13.0,3.5,7.2,30,Small Business
ORD00533,2025-01-15,South,Port Harcourt,Electronics,Electronics Item 10,1149.2,827.43,170.95,21.9,3.0,6.0,35,Consumer
ORD00534,2025-09-02,North,Kaduna,Electronics,Electronics Item 10,1093.81,787.54,260.87,6.9,4.0,1.3,31,Consumer
ORD00535,2025-06-07,West,Lagos,Electronics,Electronics Item 13,907.19,653.17,223.78,5.6,5.0,5.3,34,Small Business
ORD00536,2025-11-22,West,Lagos,Furniture,Furniture Item 13,2281.34,2007.58,129.02,10.6,4.1,4.3,47,Consumer
ORD00537,2025-03-21,East,Enugu,Furniture,Furniture Item 1,766.37,674.41,48.41,9.5,4.2,4.9,49,Consumer
ORD00538,2025-10-10,East,Owerri,Electronics,Electronics Item 7,1227.71,883.95,258.01,11.6,3.6,3.9,50,Corporate
ORD00539,2025-04-11,North,Kano,Furniture,Furniture Item 8,1989.64,1750.89,97.49,11.8,4.4,3.8,48,Consumer
ORD00540,2025-08-12,North,Kano,Electronics,Electronics Item 11,987.19,710.78,239.48,6.2,3.8,4.3,42,Consumer
ORD00541,2025-04-26,South,Uyo,Office Supplies,Office Supplies Item 11,131.22,89.23,28.08,17.7,2.7,5.8,48,Small Business
ORD00542,2025-04-10,East,Enugu,Electronics,Electronics Item 2,1011.24,728.09,235.54,7.8,3.9,5.6,60,Consumer
ORD00543,2025-05-10,East,Owerri,Furniture,Furniture Item 11,1633.4,1437.39,68.42,13.0,3.3,4.7,25,Small Business
ORD00544,2025-08-17,East,Owerri,Furniture,Furniture Item 12,1508.69,1327.64,91.66,9.9,4.3,4.6,29,Consumer
ORD00545,2025-03-19,South,Port Harcourt,Electronics,Electronics Item 4,1149.92,827.94,185.91,19.7,3.1,7.9,45,Consumer
ORD00546,2025-01-09,North,Kaduna,Electronics,Electronics Item 1,714.12,514.17,172.44,6.4,4.0,4.2,60,Consumer
ORD00547,2025-01-06,South,Port Harcourt,Office Supplies,Office Supplies Item 14,215.5,146.54,40.12,22.3,3.0,8.1,23,Consumer
ORD00548,2025-09-19,South,Uyo,Office Supplies,Office Supplies Item 12,495.77,337.12,86.5,24.3,3.5,6.7,29,Consumer
ORD00549,2025-06-05,East,Enugu,Furniture,Furniture Item 8,1689.62,1486.87,142.9,5.9,3.8,4.8,25,Consumer
ORD00550,2025-08-25,East,Owerri,Furniture,Furniture Item 7,1103.47,971.06,48.14,12.7,4.4,3.5,64,Consumer
ORD00551,2025-10-20,West,Lagos,Furniture,Furniture Item 9,1615.23,1421.4,140.79,5.5,4.1,5.4,24,Consumer
ORD00552,2025-07-16,South,Port Harcourt,Furniture,Furniture Item 7,1444.62,1271.27,-11.38,21.3,2.3,6.0,63,Consumer
ORD00553,2025-02-27,South,Port Harcourt,Furniture,Furniture Item 4,1598.59,1406.76,18.58,18.1,3.1,6.4,36,Corporate
ORD00554,2025-08-01,East,Owerri,Electronics,Electronics Item 9,1056.77,760.87,256.55,6.2,4.3,3.8,35,Corporate
ORD00555,2025-09-15,North,Kano,Electronics,Electronics Item 7,1337.1,962.71,306.2,8.5,5.0,2.3,25,Consumer
ORD00556,2025-12-19,West,Ibadan,Furniture,Furniture Item 4,2281.77,2007.96,95.31,13.0,4.2,3.1,50,Consumer
ORD00557,2025-10-15,West,Ibadan,Furniture,Furniture Item 14,1690.46,1487.61,76.62,12.4,4.6,3.4,41,Consumer
ORD00558,2025-10-05,West,Ibadan,Electronics,Electronics Item 5,870.6,626.83,184.68,11.3,3.7,4.3,44,Consumer
ORD00559,2025-02-03,South,Uyo,Office Supplies,Office Supplies Item 5,407.84,277.33,80.47,20.4,2.9,8.9,27,Corporate
ORD00560,2025-04-25,South,Port Harcourt,Electronics,Electronics Item 1,854.66,615.35,143.48,18.7,3.3,6.6,42,Corporate
ORD00561,2025-04-28,South,Port Harcourt,Electronics,Electronics Item 11,821.95,591.8,148.74,16.5,2.6,8.6,40,Consumer
ORD00562,2025-03-21,West,Lagos,Office Supplies,Office Supplies Item 7,340.97,231.86,86.68,11.0,4.2,3.3,56,Small Business
ORD00563,2025-08-28,South,Port Harcourt,Furniture,Furniture Item 11,1748.36,1538.56,49.24,15.3,3.0,7.8,32,Consumer
ORD00564,2025-02-02,West,Ibadan,Furniture,Furniture Item 9,882.21,776.35,69.2,6.9,4.6,5.9,30,Corporate
ORD00565,2025-04-19,West,Ibadan,Electronics,Electronics Item 14,1215.69,875.3,238.85,13.9,4.2,5.6,62,Consumer
ORD00566,2025-04-29,South,Uyo,Furniture,Furniture Item 8,2137.24,1880.77,-46.3,23.6,2.4,7.5,40,Small Business
ORD00567,2025-03-05,West,Lagos,Furniture,Furniture Item 13,1520.87,1338.36,89.18,10.2,4.2,4.4,58,Corporate
ORD00568,2025-10-27,North,Kaduna,Furniture,Furniture Item 9,1654.4,1455.87,129.13,7.0,3.7,1.7,56,Corporate
ORD00569,2025-08-12,South,Uyo,Furniture,Furniture Item 8,1281.38,1127.61,-54.93,27.1,3.0,7.9,29,Consumer
ORD00570,2025-03-11,South,Port Harcourt,Furniture,Furniture Item 14,939.62,826.86,-46.71,28.3,3.4,8.0,56,Consumer
ORD00571,2025-06-11,West,Ibadan,Furniture,Furniture Item 6,1877.17,1651.91,163.36,5.5,5.0,2.1,42,Corporate
ORD00572,2025-07-31,South,Uyo,Office Supplies,Office Supplies Item 14,469.91,319.54,70.54,28.3,3.2,10.8,53,Corporate
ORD00573,2025-06-09,West,Ibadan,Office Supplies,Office Supplies Item 12,665.28,452.39,162.84,12.5,4.5,4.8,38,Corporate
ORD00574,2025-11-19,South,Port Harcourt,Furniture,Furniture Item 1,2595.35,2283.91,-12.9,20.8,2.8,8.4,29,Consumer
ORD00575,2025-11-23,South,Port Harcourt,Furniture,Furniture Item 8,2155.78,1897.08,57.36,15.6,2.9,7.7,28,Consumer
ORD00576,2025-02-04,West,Ibadan,Furniture,Furniture Item 8,1452.09,1277.84,106.35,7.8,4.1,4.7,33,Small Business
ORD00577,2025-10-17,West,Lagos,Office Supplies,Office Supplies Item 4,642.84,437.13,178.35,7.1,4.9,4.9,28,Consumer
ORD00578,2025-01-16,East,Enugu,Office Supplies,Office Supplies Item 13,426.46,289.99,123.04,5.2,4.6,3.5,54,Consumer
ORD00579,2025-07-22,West,Lagos,Electronics,Electronics Item 9,899.19,647.42,186.25,12.1,4.3,4.0,54,Consumer
ORD00580,2025-10-13,South,Port Harcourt,Office Supplies,Office Supplies Item 1,516.4,351.15,105.99,19.1,3.5,8.0,20,Corporate
ORD00581,2025-07-25,South,Port Harcourt,Electronics,Electronics Item 5,889.62,640.53,155.11,17.6,2.9,6.7,42,Corporate
ORD00582,2025-06-16,North,Kano,Electronics,Electronics Item 8,811.09,583.98,171.78,11.4,4.0,3.8,41,Consumer
ORD00583,2025-10-02,West,Lagos,Office Supplies,Office Supplies Item 13,219.58,149.32,59.2,8.4,3.8,4.1,44,Consumer
ORD00584,2025-11-30,South,Port Harcourt,Furniture,Furniture Item 7,2172.19,1911.53,16.53,18.7,3.2,7.7,37,Consumer
ORD00585,2025-07-04,South,Uyo,Electronics,Electronics Item 9,919.51,662.05,164.1,16.9,3.1,8.3,32,Consumer
ORD00586,2025-02-20,South,Uyo,Furniture,Furniture Item 10,1295.62,1140.14,-2.01,20.3,3.1,7.9,56,Consumer
ORD00587,2025-10-19,North,Kaduna,Office Supplies,Office Supplies Item 3,731.32,497.3,200.86,7.6,4.9,2.9,60,Consumer
ORD00588,2025-11-19,North,Kaduna,Furniture,Furniture Item 2,1509.91,1328.72,54.48,14.0,4.5,4.4,24,Consumer
ORD00589,2025-03-23,South,Uyo,Furniture,Furniture Item 5,1705.54,1500.87,80.29,12.2,3.0,10.1,37,Corporate
ORD00590,2025-05-29,East,Enugu,Office Supplies,Office Supplies Item 8,615.2,418.34,163.85,8.9,4.6,3.2,31,Small Business
ORD00591,2025-07-22,North,Kaduna,Furniture,Furniture Item 3,1833.47,1613.46,68.81,13.7,4.3,6.9,60,Consumer
ORD00592,2025-12-03,North,Kaduna,Electronics,Electronics Item 10,1314.86,946.7,274.93,11.8,4.0,4.7,31,Consumer
ORD00593,2025-02-11,West,Ibadan,Furniture,Furniture Item 8,1136.86,1000.44,60.71,11.1,3.6,5.6,56,Consumer
ORD00594,2025-04-01,South,Uyo,Office Supplies,Office Supplies Item 6,344.71,234.4,67.58,20.7,2.9,6.1,35,Corporate
ORD00595,2025-10-26,North,Kano,Electronics,Electronics Item 1,805.39,579.88,187.28,7.9,4.1,3.6,43,Corporate
ORD00596,2025-11-24,North,Kaduna,Office Supplies,Office Supplies Item 5,643.37,437.49,168.28,9.7,4.1,2.6,21,Corporate
ORD00597,2025-09-10,South,Uyo,Electronics,Electronics Item 3,1279.8,921.46,166.93,24.9,3.1,8.1,22,Consumer
ORD00598,2025-11-16,South,Port Harcourt,Electronics,Electronics Item 5,1247.13,897.93,189.18,21.4,3.0,6.9,48,Small Business
ORD00599,2025-03-03,West,Ibadan,Furniture,Furniture Item 6,972.29,855.61,70.75,7.9,4.8,4.8,29,Consumer
ORD00600,2025-04-14,North,Kaduna,Furniture,Furniture Item 7,1544.07,1358.78,47.32,14.9,4.0,3.8,38,Consumer
ORD00601,2025-07-07,East,Owerri,Office Supplies,Office Supplies Item 12,272.18,185.08,73.49,8.3,3.8,5.7,48,Small Business
ORD00602,2025-04-19,North,Kaduna,Electronics,Electronics Item 13,1176.06,846.77,253.1,10.8,4.7,2.3,48,Corporate
ORD00603,2025-01-10,West,Lagos,Electronics,Electronics Item 10,653.35,470.41,154.1,7.4,4.1,3.9,51,Small Business
ORD00604,2025-12-16,East,Owerri,Office Supplies,Office Supplies Item 5,717.34,487.79,199.54,7.0,3.8,4.8,25,Small Business
ORD00605,2025-01-15,South,Uyo,Office Supplies,Office Supplies Item 2,271.81,184.83,58.01,17.8,3.2,5.9,43,Consumer
ORD00606,2025-04-25,West,Lagos,Furniture,Furniture Item 14,950.9,836.79,51.41,11.0,3.6,5.3,42,Small Business
ORD00607,2025-05-08,South,Uyo,Office Supplies,Office Supplies Item 5,258.72,175.93,58.38,15.7,3.7,7.9,49,Consumer
ORD00608,2025-11-11,South,Uyo,Electronics,Electronics Item 14,1190.5,857.16,176.92,21.9,3.3,8.6,55,Consumer
ORD00609,2025-06-12,South,Port Harcourt,Furniture,Furniture Item 8,2050.82,1804.72,-29.44,22.4,3.0,7.3,45,Corporate
ORD00610,2025-01-03,South,Port Harcourt,Furniture,Furniture Item 4,1893.12,1665.95,-8.55,20.8,3.5,7.2,52,Corporate
ORD00611,2025-04-20,North,Kano,Office Supplies,Office Supplies Item 4,343.05,233.27,82.77,13.1,4.1,4.1,37,Small Business
ORD00612,2025-05-19,North,Kaduna,Furniture,Furniture Item 10,1636.79,1440.38,119.64,7.8,4.4,4.8,30,Consumer
ORD00613,2025-11-10,North,Kaduna,Furniture,Furniture Item 9,1852.32,1630.05,124.17,8.8,3.9,3.3,50,Consumer
ORD00614,2025-03-25,North,Kaduna,Office Supplies,Office Supplies Item 2,529.71,360.21,149.28,6.4,4.1,4.5,34,Consumer
ORD00615,2025-09-21,North,Kaduna,Office Supplies,Office Supplies Item 3,557.97,379.42,139.14,11.8,4.2,1.4,50,Small Business
ORD00616,2025-11-28,East,Enugu,Furniture,Furniture Item 10,1832.87,1612.93,88.93,11.9,4.1,2.9,63,Consumer
ORD00617,2025-09-06,South,Port Harcourt,Electronics,Electronics Item 9,774.73,557.8,133.03,18.0,4.0,5.6,40,Small Business
ORD00618,2025-03-02,South,Uyo,Furniture,Furniture Item 9,1508.82,1327.76,-59.46,26.6,2.4,8.1,35,Small Business
ORD00619,2025-02-18,West,Lagos,Electronics,Electronics Item 3,1026.37,738.98,209.37,12.7,3.7,3.5,64,Consumer
ORD00620,2025-03-17,East,Enugu,Electronics,Electronics Item 7,615.85,443.41,124.18,13.1,4.0,3.0,38,Consumer
ORD00621,2025-01-13,North,Kaduna,Office Supplies,Office Supplies Item 7,475.03,323.02,128.93,8.1,4.4,3.0,62,Consumer
ORD00622,2025-10-27,West,Lagos,Electronics,Electronics Item 14,1316.97,948.22,328.5,5.1,4.5,3.3,58,Consumer
ORD00623,2025-05-20,West,Ibadan,Furniture,Furniture Item 14,2280.56,2006.89,97.98,12.8,4.9,4.6,42,Corporate
ORD00624,2025-12-18,North,Kaduna,Electronics,Electronics Item 3,931.16,670.43,207.78,9.5,4.6,3.4,40,Consumer
ORD00625,2025-04-04,North,Kaduna,Furniture,Furniture Item 7,784.13,690.03,48.92,9.6,5.0,5.5,32,Consumer
ORD00626,2025-10-10,West,Lagos,Furniture,Furniture Item 10,1447.25,1273.58,92.7,9.3,4.3,3.2,46,Consumer
ORD00627,2025-03-04,East,Enugu,Furniture,Furniture Item 11,1135.65,999.37,81.92,8.0,4.2,1.2,39,Consumer
ORD00628,2025-10-24,West,Lagos,Office Supplies,Office Supplies Item 5,464.14,315.61,115.4,11.9,3.8,3.6,46,Consumer
ORD00629,2025-10-21,South,Uyo,Electronics,Electronics Item 7,818.2,589.1,175.33,11.0,3.1,8.1,20,Consumer
ORD00630,2025-08-01,South,Uyo,Electronics,Electronics Item 6,1015.81,731.38,202.9,13.4,3.3,7.5,41,Consumer
ORD00631,2025-08-06,South,Uyo,Electronics,Electronics Item 11,797.79,574.41,95.87,26.6,4.1,8.2,62,Corporate
ORD00632,2025-11-23,East,Owerri,Office Supplies,Office Supplies Item 9,779.75,530.23,219.93,6.3,4.5,3.1,52,Corporate
ORD00633,2025-04-06,North,Kaduna,Electronics,Electronics Item 14,1216.56,875.92,286.68,7.4,4.5,2.4,36,Consumer
ORD00634,2025-09-28,East,Enugu,Furniture,Furniture Item 7,1537.24,1352.77,71.03,12.3,3.7,6.1,26,Corporate
ORD00635,2025-11-05,West,Ibadan,Office Supplies,Office Supplies Item 10,568.64,386.68,137.0,13.2,4.6,3.7,36,Consumer
ORD00636,2025-06-22,West,Ibadan,Furniture,Furniture Item 4,1418.7,1248.45,93.82,9.0,3.9,3.5,27,Consumer
ORD00637,2025-11-19,East,Enugu,Electronics,Electronics Item 7,1244.92,896.35,302.79,6.1,4.5,3.8,20,Consumer
ORD00638,2025-10-24,South,Port Harcourt,Office Supplies,Office Supplies Item 14,587.61,399.58,106.37,23.2,2.3,6.4,22,Consumer
ORD00639,2025-07-18,East,Owerri,Office Supplies,Office Supplies Item 4,345.19,234.73,94.57,7.7,3.7,3.8,44,Consumer
ORD00640,2025-11-09,North,Kaduna,Office Supplies,Office Supplies Item 13,523.05,355.68,121.99,14.5,4.0,3.3,43,Small Business
ORD00641,2025-10-07,West,Ibadan,Electronics,Electronics Item 9,1119.38,805.96,279.22,5.1,4.0,4.7,48,Consumer
ORD00642,2025-09-06,East,Enugu,Electronics,Electronics Item 8,1099.13,791.37,225.08,12.5,4.1,4.1,44,Corporate
ORD00643,2025-08-10,East,Enugu,Furniture,Furniture Item 1,1516.89,1334.86,96.45,9.4,3.7,2.9,53,Small Business
ORD00644,2025-08-06,East,Enugu,Office Supplies,Office Supplies Item 6,646.59,439.68,174.87,8.3,4.7,3.6,48,Consumer
ORD00645,2025-06-24,North,Kano,Furniture,Furniture Item 10,1131.17,995.43,36.38,14.6,4.1,2.7,34,Consumer
ORD00646,2025-03-01,East,Enugu,Furniture,Furniture Item 14,1499.06,1319.18,83.62,10.7,4.4,2.5,25,Small Business
ORD00647,2025-02-25,West,Lagos,Office Supplies,Office Supplies Item 3,339.86,231.1,85.45,11.4,4.6,4.1,60,Consumer
ORD00648,2025-01-02,West,Lagos,Furniture,Furniture Item 2,1469.34,1293.02,108.02,7.7,3.9,5.2,54,Small Business
ORD00649,2025-09-28,West,Lagos,Furniture,Furniture Item 13,1773.52,1560.7,112.5,9.4,3.6,3.6,32,Consumer
ORD00650,2025-01-27,East,Enugu,Office Supplies,Office Supplies Item 9,683.35,464.68,190.42,6.9,4.3,2.3,62,Consumer
ORD00651,2025-11-13,South,Uyo,Office Supplies,Office Supplies Item 14,648.96,441.29,138.57,17.7,3.7,8.4,52,Consumer
ORD00652,2025-12-02,West,Lagos,Office Supplies,Office Supplies Item 1,636.19,432.61,146.9,14.8,4.5,4.5,61,Consumer
ORD00653,2025-11-18,South,Uyo,Electronics,Electronics Item 1,1180.81,850.18,203.12,18.0,2.6,8.7,56,Consumer
ORD00654,2025-06-07,South,Port Harcourt,Office Supplies,Office Supplies Item 1,477.95,325.0,90.26,21.9,3.2,8.4,31,Small Business
ORD00655,2025-09-11,South,Uyo,Electronics,Electronics Item 9,1194.92,860.34,169.76,23.0,2.9,4.6,34,Corporate
ORD00656,2025-01-23,South,Uyo,Furniture,Furniture Item 5,1477.41,1300.12,10.07,18.9,4.1,5.6,36,Consumer
ORD00657,2025-12-04,West,Lagos,Electronics,Electronics Item 5,1251.71,901.23,298.19,7.0,3.8,3.4,21,Consumer
ORD00658,2025-04-18,South,Port Harcourt,Office Supplies,Office Supplies Item 3,593.23,403.4,121.53,19.2,2.3,8.1,54,Small Business
ORD00659,2025-03-30,South,Port Harcourt,Office Supplies,Office Supplies Item 5,397.14,270.05,62.53,27.1,3.7,10.1,60,Consumer
ORD00660,2025-10-09,South,Port Harcourt,Office Supplies,Office Supplies Item 1,553.54,376.41,124.28,15.9,2.9,8.9,31,Small Business
ORD00661,2025-12-19,South,Port Harcourt,Office Supplies,Office Supplies Item 9,583.63,396.87,129.77,16.3,4.2,9.6,48,Consumer
ORD00662,2025-07-06,South,Uyo,Office Supplies,Office Supplies Item 13,542.41,368.84,115.07,18.0,2.6,9.1,24,Consumer
ORD00663,2025-07-08,North,Kano,Office Supplies,Office Supplies Item 1,432.15,293.86,107.98,11.7,4.7,4.6,22,Corporate
ORD00664,2025-05-02,West,Ibadan,Electronics,Electronics Item 5,1044.29,751.89,205.7,13.8,4.3,2.4,62,Consumer
ORD00665,2025-08-06,East,Owerri,Electronics,Electronics Item 10,1453.1,1046.23,294.93,12.8,4.7,4.4,33,Corporate
ORD00666,2025-11-30,West,Ibadan,Furniture,Furniture Item 5,1491.11,1312.17,85.21,10.5,4.5,2.4,36,Corporate
ORD00667,2025-07-22,South,Uyo,Office Supplies,Office Supplies Item 12,411.89,280.08,87.36,18.0,3.6,7.9,42,Consumer
ORD00668,2025-12-16,East,Enugu,Office Supplies,Office Supplies Item 5,534.54,363.49,141.9,9.1,5.0,3.5,62,Corporate
ORD00669,2025-06-22,South,Uyo,Office Supplies,Office Supplies Item 6,545.11,370.68,114.45,18.3,3.9,10.2,39,Consumer
ORD00670,2025-04-26,South,Uyo,Office Supplies,Office Supplies Item 6,436.08,296.53,94.8,17.1,3.2,11.0,26,Corporate
ORD00671,2025-10-10,South,Port Harcourt,Furniture,Furniture Item 10,1988.71,1750.07,-6.29,20.5,3.4,6.5,22,Consumer
ORD00672,2025-12-04,West,Lagos,Office Supplies,Office Supplies Item 6,545.84,371.17,147.81,8.2,4.4,2.8,58,Consumer
ORD00673,2025-08-23,South,Uyo,Office Supplies,Office Supplies Item 3,340.46,231.52,72.81,17.7,3.9,7.0,50,Consumer
ORD00674,2025-02-19,South,Port Harcourt,Furniture,Furniture Item 14,1375.95,1210.84,-53.81,26.5,2.6,10.0,20,Consumer
ORD00675,2025-04-04,North,Kaduna,Electronics,Electronics Item 13,971.21,699.27,223.41,8.3,3.5,3.5,39,Corporate
ORD00676,2025-08-03,North,Kaduna,Electronics,Electronics Item 4,993.41,715.26,213.08,10.9,4.5,5.0,30,Corporate
ORD00677,2025-02-10,East,Enugu,Office Supplies,Office Supplies Item 5,363.19,246.97,98.43,8.2,4.2,5.0,19,Corporate
ORD00678,2025-10-20,South,Port Harcourt,Electronics,Electronics Item 5,1150.38,828.28,163.59,23.0,3.3,8.8,30,Consumer
ORD00679,2025-05-11,North,Kano,Furniture,Furniture Item 6,1250.22,1100.19,54.9,12.7,3.9,4.0,57,Corporate
ORD00680,2025-11-26,East,Enugu,Electronics,Electronics Item 3,1416.87,1020.15,303.81,10.9,4.4,4.2,62,Corporate
ORD00681,2025-06-13,South,Port Harcourt,Office Supplies,Office Supplies Item 9,533.88,363.04,125.85,14.0,3.1,9.8,30,Consumer
ORD00682,2025-11-12,South,Uyo,Electronics,Electronics Item 3,1062.81,765.22,158.74,21.8,3.4,8.8,18,Consumer
ORD00683,2025-01-22,South,Uyo,Electronics,Electronics Item 6,863.39,621.64,113.48,24.8,2.4,5.0,38,Consumer
ORD00684,2025-01-28,East,Owerri,Furniture,Furniture Item 2,1430.62,1258.94,114.68,6.6,4.6,2.9,58,Consumer
ORD00685,2025-07-08,South,Port Harcourt,Electronics,Electronics Item 2,1358.29,977.97,184.02,24.1,3.8,8.6,33,Corporate
ORD00686,2025-09-26,South,Uyo,Office Supplies,Office Supplies Item 6,568.01,386.25,96.21,25.1,3.5,8.6,46,Small Business
ORD00687,2025-10-12,South,Uyo,Electronics,Electronics Item 8,1301.07,936.77,193.58,21.9,3.1,8.5,24,Consumer
ORD00688,2025-07-30,West,Lagos,Electronics,Electronics Item 4,1197.99,862.55,257.71,10.8,4.3,2.2,59,Corporate
ORD00689,2025-11-04,North,Kano,Office Supplies,Office Supplies Item 12,471.1,320.35,129.17,7.6,4.5,3.3,44,Consumer
ORD00690,2025-08-19,North,Kano,Furniture,Furniture Item 2,1850.97,1628.85,115.56,9.6,3.5,5.4,50,Corporate
ORD00691,2025-08-23,South,Uyo,Office Supplies,Office Supplies Item 4,662.45,450.46,116.13,24.1,2.7,7.6,55,Consumer
ORD00692,2025-06-24,South,Port Harcourt,Office Supplies,Office Supplies Item 8,340.76,231.72,61.82,23.1,3.3,6.4,64,Corporate
ORD00693,2025-09-13,West,Ibadan,Electronics,Electronics Item 10,828.48,596.51,165.54,13.4,3.8,4.9,30,Corporate
ORD00694,2025-04-17,South,Port Harcourt,Electronics,Electronics Item 8,989.51,712.45,179.91,16.4,3.2,6.4,60,Corporate
ORD00695,2025-10-23,West,Ibadan,Office Supplies,Office Supplies Item 10,504.04,342.75,139.39,7.2,3.7,3.6,28,Consumer
ORD00696,2025-08-04,West,Lagos,Furniture,Furniture Item 5,1062.61,935.1,48.97,12.3,4.1,4.7,58,Consumer
ORD00697,2025-06-12,South,Uyo,Furniture,Furniture Item 13,1090.56,959.69,17.5,17.3,3.8,5.3,41,Consumer
ORD00698,2025-08-03,North,Kano,Office Supplies,Office Supplies Item 1,560.14,380.9,148.56,9.1,4.2,3.2,49,Corporate
ORD00699,2025-01-26,North,Kaduna,Furniture,Furniture Item 1,1346.04,1184.52,42.65,14.7,4.2,2.9,53,Corporate
ORD00700,2025-06-04,East,Owerri,Electronics,Electronics Item 8,1006.65,724.79,202.03,13.2,4.8,4.6,32,Consumer
ORD00701,2025-01-19,South,Port Harcourt,Office Supplies,Office Supplies Item 8,595.85,405.18,142.24,13.5,3.0,7.5,55,Small Business
ORD00702,2025-09-12,West,Lagos,Office Supplies,Office Supplies Item 4,626.06,425.72,175.91,6.5,4.0,3.1,46,Consumer
ORD00703,2025-02-24,South,Uyo,Furniture,Furniture Item 13,1371.69,1207.09,77.79,10.5,3.5,6.8,32,Corporate
ORD00704,2025-07-16,North,Kaduna,Furniture,Furniture Item 13,1886.76,1660.35,134.75,8.1,4.1,1.6,52,Consumer
ORD00705,2025-09-21,West,Lagos,Office Supplies,Office Supplies Item 3,516.14,350.98,132.34,10.6,4.2,4.9,21,Consumer
ORD00706,2025-07-31,East,Owerri,Office Supplies,Office Supplies Item 8,512.52,348.51,145.69,6.0,4.5,4.2,37,Consumer
ORD00707,2025-03-29,East,Owerri,Office Supplies,Office Supplies Item 2,631.38,429.34,174.72,7.2,4.6,3.1,23,Corporate
ORD00708,2025-05-18,East,Owerri,Furniture,Furniture Item 4,1818.72,1600.47,71.82,13.4,4.7,3.5,63,Consumer
ORD00709,2025-12-06,South,Uyo,Office Supplies,Office Supplies Item 7,547.12,372.04,103.77,21.7,2.8,7.7,34,Consumer
ORD00710,2025-09-07,North,Kaduna,Electronics,Electronics Item 1,1313.48,945.71,269.73,12.4,4.5,3.3,25,Corporate
ORD00711,2025-09-06,North,Kaduna,Office Supplies,Office Supplies Item 9,593.34,403.47,157.91,9.0,3.7,4.7,39,Consumer
ORD00712,2025-10-06,North,Kano,Office Supplies,Office Supplies Item 1,435.9,296.41,121.97,6.7,4.1,1.5,37,Consumer
ORD00713,2025-12-20,North,Kaduna,Office Supplies,Office Supplies Item 10,622.8,423.5,171.27,7.5,4.8,4.6,46,Small Business
ORD00714,2025-01-17,West,Ibadan,Electronics,Electronics Item 6,1302.15,937.55,272.17,11.8,4.3,4.5,27,Consumer
ORD00715,2025-09-03,West,Ibadan,Electronics,Electronics Item 12,873.06,628.6,201.49,8.2,4.1,4.2,18,Consumer
ORD00716,2025-09-07,East,Enugu,Electronics,Electronics Item 10,1295.37,932.67,261.57,13.0,4.4,2.5,53,Corporate
ORD00717,2025-09-02,East,Owerri,Electronics,Electronics Item 9,758.22,545.92,156.29,12.3,3.9,3.2,35,Small Business
ORD00718,2025-03-26,North,Kaduna,Electronics,Electronics Item 9,835.92,601.86,192.02,8.4,4.0,3.6,53,Consumer
ORD00719,2025-07-23,East,Enugu,Furniture,Furniture Item 11,1510.26,1329.03,107.78,8.1,4.8,4.4,27,Small Business
ORD00720,2025-05-05,East,Enugu,Electronics,Electronics Item 11,1217.41,876.54,264.1,10.5,4.3,3.2,64,Consumer
ORD00721,2025-11-03,East,Owerri,Electronics,Electronics Item 5,1298.79,935.13,294.7,8.8,4.7,3.0,36,Consumer
ORD00722,2025-04-05,East,Enugu,Furniture,Furniture Item 3,1362.7,1199.18,92.95,8.6,4.1,4.2,46,Consumer
ORD00723,2025-03-09,East,Owerri,Furniture,Furniture Item 5,1818.82,1600.56,132.25,7.9,4.5,2.3,41,Consumer
ORD00724,2025-07-02,South,Port Harcourt,Electronics,Electronics Item 10,859.94,619.16,122.91,22.8,2.9,8.3,48,Small Business
ORD00725,2025-09-30,East,Owerri,Electronics,Electronics Item 11,777.03,559.46,162.68,11.8,4.4,2.8,49,Consumer
ORD00726,2025-02-04,West,Lagos,Furniture,Furniture Item 9,853.34,750.94,42.8,11.6,4.1,3.3,51,Small Business
ORD00727,2025-05-08,North,Kano,Office Supplies,Office Supplies Item 12,476.82,324.23,127.78,8.7,4.3,4.6,38,Corporate
